x, y
54.486626, 28.582136
7.030205, 25.300112
137.196426, 23.484165
21.318922, 16.171419
212.908813, 31.574308
161.452545, 19.868929
121.094414, 19.643997
90.528275, 28.108938
48.028992, 19.136782
202.675980, 29.402155
35.815552, 31.270741
28.204412, 20.438457
177.952347, 23.427551
20.014147, 18.813185
146.468719, 32.883266
49.900394, 32.841061
191.133530, 26.078783
127.158409, 22.485546
195.005325, 34.626625
146.301666, 11.263340
70.077530, 28.323950
60.163719, 33.020386
193.535706, 15.919602
8.428016, 16.833241
191.807648, 26.679150
118.817192, 34.207466
208.347809, 24.952063
126.152542, 24.632555
92.184196, 18.055264
74.443649, 22.123352
135.547379, 33.196743
144.955124, 16.648655
181.609741, 7.838543
119.527390, 29.141788
35.171844, 33.928520
154.763443, 34.588856
76.554573, 32.317772
127.458908, 31.039768
59.731346, 24.149326
14.734564, 32.527393
173.108932, 18.289442
120.597618, 25.382975
55.250652, 26.901653
144.364624, 23.194546
12.706779, 25.348909
149.144196, 32.187580
200.317581, 17.119492
149.864426, 19.990870
15.408642, 16.103811
149.033157, 15.938897
198.940338, 24.111216
165.753525, 31.797937
162.518112, 19.556608
144.166763, 24.755659
194.086838, 31.600956
211.124207, 31.288546
151.183762, 17.331556
17.979134, 31.395023
80.209663, 25.421913
105.486137, 30.201591
99.245651, 25.488411
149.678268, 15.732868
28.248014, 33.570938
203.506927, 28.618639
159.775681, 28.244415
77.722107, 23.562868
44.282673, 24.853163
66.427391, 29.528376
15.959330, 27.690849
160.144867, 25.013727
113.336288, 26.078203
148.766724, 13.302818
196.366577, 34.393955
65.890511, 31.997185
80.713463, 18.549435
134.716080, 28.526318
161.928360, 16.446486
66.873528, 20.940722
167.279419, 34.109386
5.696247, 30.573900
183.733810, 17.888653
184.698044, 14.071838
197.290298, 28.759872
208.279160, 22.283903
197.815079, 31.997604
128.988403, 32.987526
62.611706, 21.750790
43.876091, 30.513313
57.716095, 31.320919
209.676666, 31.984777
113.814751, 21.088089
16.638590, 25.808817
19.844948, 21.189089
70.862778, 26.014715
117.834290, 24.057486
215.294357, 24.562300
111.313232, 18.738489
27.616755, 28.306362
89.909561, 32.877934
47.039185, 28.952007
103.534576, 29.156626
47.278553, 23.187094
38.044773, 33.684845
203.384918, 32.873013
180.578506, 31.873507
175.744644, 20.408865
214.308716, 30.487736
167.396881, 28.739014
213.381714, 29.777195
24.987387, 29.045254
9.071846, 30.706856
